ThreadType,NumThreads,AvgExecutionTime
PLATFORM,100,0
VIRTUAL,100,3368217040
POOLED,100,3104184300
PLATFORM,200,0
VIRTUAL,200,6856408200
POOLED,200,6720147480
PLATFORM,400,0
VIRTUAL,400,13503721600
POOLED,400,12458132720
PLATFORM,800,0
VIRTUAL,800,25109773640
POOLED,800,25301285680
PLATFORM,1600,0
VIRTUAL,1600,46350956580
POOLED,1600,49217044760
