ThreadType,NumThreads,AvgExecutionTime
PLATFORM,100,0
VIRTUAL,100,3329234300
POOLED,100,2853843740
PLATFORM,200,0
VIRTUAL,200,6686866200
POOLED,200,5724686460
PLATFORM,400,0
VIRTUAL,400,14696113060
POOLED,400,13520073800
PLATFORM,800,0
VIRTUAL,800,28757871140
POOLED,800,27755865440
PLATFORM,1600,0
VIRTUAL,1600,58016548160
POOLED,1600,55715159060
