ThreadType,NumThreads,AvgExecutionTime
PLATFORM,100,0
VIRTUAL,100,653080546
POOLED,100,617392136
PLATFORM,200,0
VIRTUAL,200,1242148544
POOLED,200,1243667862
PLATFORM,400,0
VIRTUAL,400,2497994939
POOLED,400,2464583725
PLATFORM,800,0
VIRTUAL,800,4996180742
POOLED,800,5006369078
PLATFORM,1600,0
VIRTUAL,1600,10014327160
POOLED,1600,10036687727
