ThreadType,NumThreads,AvgExecutionTime
PLATFORM,409600,0
VIRTUAL,409600,3974660840
POOLED,409600,4198282520
PLATFORM,819200,0
VIRTUAL,819200,7715512460
POOLED,819200,8526757800
PLATFORM,1638400,0
VIRTUAL,1638400,15642616580
POOLED,1638400,17164384200
PLATFORM,3276800,0
VIRTUAL,3276800,31994846980
POOLED,3276800,34205002240
