ThreadType,NumThreads,AvgExecutionTime
PLATFORM,100,0
VIRTUAL,100,3388267430
POOLED,100,3373186010
PLATFORM,200,0
VIRTUAL,200,7182021390
POOLED,200,5795294800
PLATFORM,400,0
VIRTUAL,400,13236186140
POOLED,400,12493677410
PLATFORM,800,0
VIRTUAL,800,25611909960
POOLED,800,25250349310
PLATFORM,1600,0
VIRTUAL,1600,52489296150
POOLED,1600,50516062710
